Timestamp,Temperature,Humidity
2026-06-23 21:00:07,33.68,50.4
2026-06-23 21:00:09,29.54,50.03
2026-06-23 21:00:11,33.2,49.32
2026-06-23 21:00:13,25.7,46.26
2026-06-23 21:00:15,30.3,61.85
2026-06-23 21:00:17,27.86,43.25
2026-06-23 21:00:19,25.73,55.25
2026-06-23 21:00:21,39.15,67.48
2026-06-23 21:00:23,29.63,40.44
2026-06-23 21:00:25,33.81,40.24
2026-06-23 21:00:27,27.03,44.5
2026-06-23 21:00:29,37.07,50.69
2026-06-23 21:00:31,25.94,68.63
2026-06-23 21:00:33,29.42,50.25
2026-06-23 21:00:35,30.08,62.99
2026-06-23 21:00:37,36.09,45.89
2026-06-23 21:00:39,29.08,64.98
2026-06-23 21:00:41,35.63,57.15
2026-06-23 21:00:43,37.38,41.04
2026-06-23 21:00:45,32.47,43.8
2026-06-23 21:00:47,29.53,62.92
2026-06-23 21:00:49,29.86,53.02
2026-06-23 21:00:51,28.62,50.23
2026-06-23 21:00:53,26.98,61.9
2026-06-23 21:00:55,30.86,56.69
2026-06-23 21:00:57,38.11,59.19
2026-06-23 21:00:59,27.49,68.17
2026-06-23 21:01:01,37.99,44.66
2026-06-23 21:01:03,28.41,61.09
2026-06-23 21:01:05,32.94,60.66
2026-06-23 21:01:07,32.98,53.23
2026-06-23 21:01:09,28.11,51.26
2026-06-23 21:01:11,26.33,52.2
2026-06-23 21:01:13,25.05,49.65
2026-06-23 21:01:15,33.52,60.8
2026-06-23 21:01:17,25.5,50.67
2026-06-23 21:01:19,32.81,61.35
2026-06-23 21:01:21,39.25,45.01
2026-06-23 21:01:23,27.61,64.22
2026-06-23 21:01:25,30.66,52.12
2026-06-23 21:01:27,33.48,46.19
2026-06-23 21:01:29,37.13,42.85
2026-06-23 21:01:31,29.33,42.62
2026-06-23 21:01:33,39.53,68.08
2026-06-23 21:01:35,26.09,64.33
2026-06-23 21:01:37,32.2,40.62
2026-06-23 21:01:39,29.52,66.48
2026-06-23 21:01:41,38.59,45.05
2026-06-23 21:07:17,29.25,57.94
2026-06-23 21:07:19,36.09,50.64
2026-06-23 21:07:21,34.05,45.53
2026-06-23 21:07:23,31.69,50.49
2026-06-23 21:07:25,37.62,43.27
2026-06-23 21:07:27,29.98,42.91
2026-06-23 21:07:29,33.41,43.13
2026-06-23 21:07:31,33.12,46.1
2026-06-23 21:29:11,30.74,57.05
2026-06-23 21:29:13,33.04,52.76
2026-06-23 21:29:15,26.53,67.69
2026-06-23 21:29:17,37.18,68.95
2026-06-23 21:29:19,37.28,67.46
2026-06-23 21:29:21,29.7,67.36
2026-06-23 21:29:23,39.1,62.16
2026-06-23 21:29:25,25.93,51.74
2026-06-23 21:29:27,25.49,56.06
2026-06-23 21:29:29,27.21,67.32
2026-06-23 21:29:31,33.52,52.49
2026-06-23 21:29:33,39.89,51.07
2026-06-23 21:29:35,38.27,47.13
2026-06-24 00:34:17,34.1,66.84
2026-06-24 00:34:19,39.52,57.32
2026-06-24 00:34:21,31.71,53.16
2026-06-24 00:34:23,28.73,44.53
2026-06-24 00:34:25,28.84,41.64
2026-06-24 00:34:27,30.63,60.94
2026-06-24 00:34:29,29.27,41.87
2026-06-24 00:34:31,32.92,52.33
2026-06-24 00:34:33,39.88,65.5
2026-06-24 00:34:35,38.3,63.84
2026-06-24 00:34:37,27.57,41.71
2026-06-24 00:34:39,32.9,61.04
2026-06-24 00:34:41,38.65,56.41
2026-06-24 00:34:43,30.09,40.64
2026-06-24 00:34:45,29.79,57.28
2026-06-24 00:34:47,28.42,46.14
2026-06-24 00:34:49,26.84,41.39
2026-06-24 00:34:51,30.77,60.05
2026-06-24 00:34:53,34.95,68.14
2026-06-24 00:34:55,32.72,44.33
2026-06-24 00:34:57,34.61,58.92
2026-06-24 00:34:59,37.66,65.98
2026-06-24 00:35:01,25.67,67.97
2026-06-24 00:35:03,28.94,47.82
2026-06-24 00:35:05,28.44,65.35
2026-06-24 00:35:07,28.92,59.94
2026-06-24 00:35:09,36.23,62.65
2026-06-24 00:35:11,39.92,60.5
2026-06-24 00:35:13,36.99,41.52
2026-06-24 00:35:15,32.11,55.77
2026-06-24 00:35:17,35.76,60.32
2026-06-24 00:35:19,37.31,49.24
2026-06-24 00:35:21,31.72,65.63
2026-06-24 00:35:23,33.77,42.02
2026-06-24 00:35:25,34.94,40.32
2026-06-24 00:35:27,29.0,55.87
2026-06-24 00:35:29,29.28,58.5
2026-06-24 00:35:31,27.82,44.5
2026-06-24 00:35:33,28.41,44.85
2026-06-24 00:35:35,34.73,43.32
2026-06-24 00:35:37,30.73,67.09
2026-06-24 00:35:39,33.57,69.93
2026-06-24 00:35:41,36.61,46.29
2026-06-24 00:35:43,28.88,65.13
2026-06-24 00:35:45,32.83,45.82
2026-06-24 00:35:47,37.62,62.61
2026-06-24 00:35:49,26.38,64.8
2026-06-24 00:35:51,39.14,69.91
2026-06-24 00:35:53,25.72,65.64
2026-06-24 00:35:55,34.48,44.88
2026-06-24 00:35:57,27.3,41.83
2026-06-24 00:35:59,26.26,59.14
2026-06-24 00:36:01,39.54,51.3
2026-06-24 00:36:03,32.21,48.27
2026-06-24 00:36:05,32.63,46.48
2026-06-24 00:36:07,29.39,60.39
2026-06-24 00:36:09,34.29,56.23
2026-06-24 00:36:11,29.58,62.69
2026-06-24 00:36:13,28.48,48.83
2026-06-24 00:36:15,36.29,49.98
2026-06-24 00:36:17,35.12,63.18
2026-06-24 00:36:19,25.78,58.11
2026-06-24 00:36:21,27.78,45.34
2026-06-24 00:36:23,28.04,66.32
2026-06-24 00:36:25,32.73,59.2
2026-06-24 00:36:27,27.22,44.96
2026-06-24 00:36:29,37.2,42.86
2026-06-24 00:36:31,31.1,54.11
2026-06-24 00:36:33,38.27,60.67
2026-06-24 00:36:35,31.0,59.46
2026-06-24 00:36:37,35.26,40.08
2026-06-24 00:36:39,30.12,50.37
2026-06-24 00:36:41,30.3,49.5
2026-06-24 00:36:43,35.09,61.81
2026-06-24 00:36:45,29.08,57.24
2026-06-24 00:36:47,35.08,67.99
2026-06-24 00:36:49,25.49,46.69
2026-06-24 00:36:51,25.81,41.3
2026-06-24 00:36:53,37.19,64.92
2026-06-24 00:36:55,33.18,41.41
2026-06-24 00:36:57,30.85,51.82
2026-06-24 00:36:59,35.0,61.85
2026-06-24 00:37:01,37.24,68.44
2026-06-24 00:37:03,29.04,61.59
2026-06-24 00:37:05,35.33,56.84
2026-06-24 00:37:07,36.61,40.13
2026-06-24 00:37:09,26.66,52.3
2026-06-24 00:37:11,29.28,40.43
2026-06-24 00:37:13,31.61,48.07
2026-06-24 00:37:15,29.26,68.49
2026-06-24 00:37:17,30.98,52.05
2026-06-24 00:37:19,29.58,43.19
2026-06-24 00:37:21,30.43,60.83
2026-06-24 00:37:23,39.25,59.53
2026-06-24 00:37:25,29.0,54.31
2026-06-24 00:37:27,38.14,51.35
2026-06-24 00:37:30,35.5,40.9
2026-06-24 00:37:32,39.45,65.69
2026-06-24 00:37:34,38.8,59.82
2026-06-24 00:37:36,27.28,45.78
2026-06-24 00:37:38,25.76,62.12
2026-06-24 00:37:40,36.37,48.98
2026-06-24 00:37:42,34.02,65.23
2026-06-24 00:37:44,32.06,69.93
2026-06-24 00:37:46,35.6,42.45
2026-06-24 00:37:48,30.59,50.55
2026-06-24 00:37:50,28.02,48.75
2026-06-24 00:37:52,27.01,59.09
2026-06-24 00:37:54,28.53,56.51
2026-06-24 00:37:56,39.8,59.21
2026-06-24 00:37:58,32.48,40.51
2026-06-24 00:38:00,29.68,55.65
2026-06-24 00:38:02,31.38,50.83
2026-06-24 00:38:04,39.29,61.89
2026-06-24 00:38:06,35.71,61.64
2026-06-24 00:38:08,39.31,47.29
2026-06-24 00:38:10,29.5,65.24
2026-06-24 00:38:12,34.93,57.39
2026-06-24 00:38:14,39.52,58.66
2026-06-24 00:38:16,33.89,53.56
2026-06-24 00:38:18,26.08,60.93
2026-06-24 00:38:20,39.18,40.72
2026-06-24 00:38:22,29.86,47.36
2026-06-24 00:38:24,32.08,50.27
2026-06-24 00:38:26,32.94,64.79
2026-06-24 00:38:28,34.69,45.11
2026-06-24 00:38:30,33.91,42.96
2026-06-24 00:38:32,33.94,60.82
2026-06-24 00:38:34,33.76,45.21
2026-06-24 00:38:36,39.61,62.76
2026-06-24 00:38:38,27.92,58.33
2026-06-24 00:38:40,35.13,67.02
2026-06-24 00:38:42,39.73,53.8
2026-06-24 00:38:44,34.79,41.38
2026-06-24 00:38:46,29.46,41.33
2026-06-24 00:38:48,25.33,53.97
2026-06-24 00:38:50,36.37,54.26
2026-06-24 00:38:52,29.75,50.03
2026-06-24 00:38:54,31.85,50.83
2026-06-24 00:38:56,30.16,60.85
2026-06-24 00:38:58,29.4,49.43
2026-06-24 00:39:00,36.07,42.29
2026-06-24 00:39:02,25.01,65.32
2026-06-24 00:39:04,39.17,41.11
2026-06-24 00:39:06,34.54,63.73
2026-06-24 00:39:08,30.01,58.67
2026-06-24 00:39:10,28.77,69.47
2026-06-24 00:39:12,35.1,69.88
2026-06-24 00:39:14,36.68,60.27
2026-06-24 00:39:16,33.43,57.56
2026-06-24 00:39:18,36.5,63.15
2026-06-24 00:39:20,38.88,51.11
2026-06-24 00:39:22,27.29,60.04
2026-06-24 00:39:24,34.31,60.38
2026-06-24 00:39:26,37.21,68.84
2026-06-24 00:39:28,26.79,57.74
2026-06-24 00:39:30,28.32,59.08
2026-06-24 00:39:32,28.1,44.2
2026-06-24 00:39:34,37.85,54.02
2026-06-24 00:39:36,37.82,44.16
2026-06-24 00:39:38,35.74,62.11
2026-06-24 00:39:40,26.46,45.4
2026-06-24 00:39:42,31.93,41.62
2026-06-24 00:39:44,28.55,65.31
2026-06-24 00:39:46,37.97,43.16
2026-06-24 00:39:48,25.05,61.19
2026-06-24 00:39:50,38.49,61.5
2026-06-24 00:39:52,33.73,42.75
2026-06-24 00:39:54,39.15,49.52
2026-06-24 00:39:56,38.25,52.56
2026-06-24 00:39:58,39.73,54.06
2026-06-24 00:40:00,30.99,67.86
2026-06-24 00:40:02,28.94,43.69
2026-06-24 00:40:04,35.17,66.63
2026-06-24 00:40:06,35.44,42.29
2026-06-24 00:40:08,34.14,64.93
2026-06-24 00:40:10,27.49,44.82
2026-06-24 00:40:12,37.28,42.36
2026-06-24 00:40:14,30.44,40.52
2026-06-24 00:40:16,38.76,49.93
2026-06-24 00:40:18,26.15,52.87
2026-06-24 00:40:20,35.61,49.49
2026-06-24 00:40:22,35.91,62.27
2026-06-24 00:40:24,31.13,56.56
2026-06-24 00:40:26,26.53,46.85
2026-06-24 00:40:28,30.07,46.79
2026-06-24 00:40:30,25.97,44.4
2026-06-24 00:40:32,38.39,60.77
2026-06-24 00:40:34,31.19,64.35
2026-06-24 00:40:36,29.67,66.53
2026-06-24 00:40:38,34.32,65.71
2026-06-24 00:40:40,32.46,57.01
2026-06-24 00:40:42,30.92,67.54
2026-06-24 00:40:44,25.53,41.75
2026-06-24 00:40:46,29.49,59.92
2026-06-24 00:40:48,37.73,42.52
2026-06-24 00:40:50,27.39,51.76
2026-06-24 00:40:52,33.63,69.32
2026-06-24 00:40:54,34.79,41.04
2026-06-24 00:40:56,39.09,47.33
2026-06-24 00:40:58,30.78,52.19
2026-06-24 00:41:00,25.88,41.81
2026-06-24 00:41:02,37.88,55.05
2026-06-24 00:41:04,38.35,42.3
2026-06-24 00:41:06,28.2,58.58
2026-06-24 00:41:08,29.11,52.7
2026-06-24 00:41:10,32.93,41.12
2026-06-24 00:41:12,28.7,66.32
2026-06-24 00:41:14,33.2,41.29
2026-06-24 00:41:16,30.35,41.03
2026-06-24 00:41:18,36.97,64.04
2026-06-24 00:41:20,39.35,68.59
2026-06-24 00:41:22,38.94,45.43
2026-06-24 00:41:24,34.71,62.24
2026-06-24 00:41:26,28.73,56.65
2026-06-24 00:41:28,28.09,40.52
2026-06-24 00:41:30,29.63,54.6
2026-06-24 00:41:32,32.69,50.9
2026-06-24 00:41:34,39.94,41.6
2026-06-24 00:41:36,30.27,49.49
2026-06-24 00:41:38,27.98,46.55
2026-06-24 00:41:40,36.14,52.5
2026-06-24 00:41:42,31.27,54.52
2026-06-24 00:41:44,30.63,64.01
2026-06-24 00:41:46,31.37,44.67
2026-06-24 00:41:48,35.33,63.4
2026-06-24 00:41:50,37.94,61.88
2026-06-24 00:41:52,34.68,63.33
2026-06-24 00:41:54,37.83,58.49
2026-06-24 00:41:56,31.83,62.17
2026-06-24 00:41:58,32.0,63.36
2026-06-24 00:42:00,35.49,63.9
2026-06-24 00:42:02,27.41,52.54
2026-06-24 00:42:04,33.95,42.93
2026-06-24 00:42:06,37.45,58.09
2026-06-24 00:42:08,33.11,48.71
2026-06-24 00:42:10,38.4,43.2
2026-06-24 00:42:12,38.07,55.98
2026-06-24 00:42:14,27.91,56.65
2026-06-24 00:42:16,32.73,60.3
2026-06-24 00:42:18,39.97,42.88
2026-06-24 00:42:20,34.01,47.09
2026-06-24 00:42:22,27.66,62.95
2026-06-24 00:42:24,30.6,65.38
2026-06-24 00:42:26,39.08,40.38
2026-06-24 00:42:28,26.87,59.41
2026-06-24 00:42:30,31.76,69.27
2026-06-24 00:42:32,29.16,46.47
2026-06-24 00:42:34,30.58,42.21
2026-06-24 00:42:36,33.76,50.48
2026-06-24 00:42:38,35.51,65.83
2026-06-24 00:42:40,26.49,55.59
2026-06-24 00:42:42,38.64,41.88
2026-06-24 00:42:44,27.94,45.34
2026-06-24 00:42:46,25.67,49.75
2026-06-24 00:42:48,38.83,60.86
2026-06-24 00:42:50,38.91,61.78
2026-06-24 00:42:52,25.58,47.66
2026-06-24 00:42:54,37.94,59.21
2026-06-24 00:42:56,35.89,49.01
2026-06-24 00:42:58,37.86,40.19
2026-06-24 00:43:00,34.78,68.59
2026-06-24 00:43:02,25.76,54.26
2026-06-24 00:43:04,29.83,59.46
2026-06-24 00:43:06,32.79,59.52
2026-06-24 00:43:08,31.43,45.54
2026-06-24 00:43:10,30.5,48.52
2026-06-24 00:43:12,27.01,66.09
2026-06-24 00:43:14,39.8,66.5
2026-06-24 00:43:16,30.36,46.33
2026-06-24 00:43:18,30.2,46.1
2026-06-24 00:43:20,34.54,64.02
2026-06-24 00:43:22,25.61,42.15
2026-06-24 00:43:24,26.56,47.44
2026-06-24 00:43:26,38.74,62.09
2026-06-24 00:43:28,33.02,56.88
2026-06-24 00:43:30,39.07,53.04
2026-06-24 00:43:32,38.81,48.29
2026-06-24 00:43:34,29.48,46.9
2026-06-24 00:43:36,28.3,61.12
2026-06-24 00:43:38,36.04,52.47
2026-06-24 00:43:40,38.8,51.76
2026-06-24 00:43:42,37.1,59.85
2026-06-24 00:43:44,31.71,41.23
2026-06-24 00:43:46,26.15,52.47
2026-06-24 00:43:48,37.39,64.49
2026-06-24 00:43:50,31.03,45.32
2026-06-24 00:43:52,30.26,52.28
2026-06-24 00:43:54,26.99,62.58
2026-06-24 00:43:56,30.79,51.7
2026-06-24 00:43:58,33.02,52.82
2026-06-24 00:44:00,33.27,40.54
2026-06-24 00:44:02,38.54,40.69
2026-06-24 00:44:04,36.77,52.79
2026-06-24 00:44:06,26.22,69.84
2026-06-24 00:44:08,37.64,56.15
2026-06-24 00:44:10,38.04,59.9
2026-06-24 00:44:12,36.33,50.5
2026-06-24 00:44:14,28.47,69.54
2026-06-24 00:44:16,37.35,49.08
2026-06-24 00:44:18,33.9,41.01
2026-06-24 00:44:20,39.65,41.8
2026-06-24 00:44:22,32.47,57.12
2026-06-24 00:44:24,37.06,40.03
2026-06-24 00:44:26,38.47,40.78
2026-06-24 00:44:28,36.97,42.23
2026-06-24 00:44:30,28.66,53.18
2026-06-24 00:44:32,35.61,69.78
2026-06-24 00:44:34,32.85,53.8
2026-06-24 00:44:36,29.08,40.07
2026-06-24 00:44:38,32.27,56.51
2026-06-24 00:44:40,29.5,60.55
2026-06-24 00:44:42,31.66,64.23
2026-06-24 00:44:44,33.96,57.3
2026-06-24 00:44:46,28.05,51.03
2026-06-24 00:44:48,38.94,41.74
2026-06-24 00:44:50,26.6,42.89
2026-06-24 00:44:52,35.6,62.89
2026-06-24 00:44:54,35.76,47.03
2026-06-24 00:44:56,38.47,53.53
2026-06-24 00:44:58,33.63,61.65
2026-06-24 00:45:00,32.54,55.39
2026-06-24 00:45:02,31.87,62.31
2026-06-24 00:45:04,35.53,61.23
2026-06-24 00:45:06,39.23,53.11
2026-06-24 00:45:08,26.54,68.55
2026-06-24 00:45:10,39.6,40.56
2026-06-24 00:45:12,29.44,50.43
2026-06-24 00:45:14,30.84,40.62
2026-06-24 00:45:16,31.8,59.69
2026-06-24 00:45:18,30.21,67.61
2026-06-24 00:45:20,25.95,54.59
2026-06-24 00:45:22,30.5,53.19
2026-06-24 00:45:24,30.53,41.39
2026-06-24 00:45:26,28.49,56.75
2026-06-24 00:45:28,36.57,68.05
2026-06-24 00:45:30,39.38,67.04
2026-06-24 00:45:32,31.44,57.77
2026-06-24 00:45:34,37.91,40.53
2026-06-24 00:45:36,29.13,44.01
2026-06-24 00:45:38,33.01,42.02
2026-06-24 00:45:40,35.59,41.15
2026-06-24 00:45:42,31.88,55.61
2026-06-24 00:45:44,28.62,52.16
2026-06-24 00:45:46,30.76,66.61
2026-06-24 00:45:48,39.88,65.44
2026-06-24 00:45:50,33.78,56.67
2026-06-24 00:45:52,39.93,68.94
2026-06-24 00:45:54,27.36,54.25
2026-06-24 00:45:56,27.69,45.59
2026-06-24 00:45:58,31.08,63.92
2026-06-24 00:46:00,34.2,47.24
2026-06-24 00:46:02,31.79,61.87
2026-06-24 00:46:04,31.73,46.0
2026-06-24 00:46:06,39.86,69.77
2026-06-24 00:46:08,35.68,48.29
2026-06-24 00:46:10,29.8,49.35
2026-06-24 00:46:12,31.97,58.7
2026-06-24 00:46:14,36.7,69.48
2026-06-24 00:46:16,29.69,42.31
2026-06-24 00:46:18,30.92,56.48
2026-06-24 00:46:20,28.31,51.97
2026-06-24 00:46:22,38.48,55.22
2026-06-24 00:46:24,36.15,67.38
2026-06-24 00:46:26,31.78,62.0
2026-06-24 00:46:28,36.58,54.19
2026-06-24 00:46:30,34.54,43.58
2026-06-24 00:46:32,35.97,56.31
2026-06-24 00:46:34,38.74,59.19
2026-06-24 00:46:36,33.87,41.75
2026-06-24 00:46:38,34.83,64.09
2026-06-24 00:46:40,39.76,67.96
2026-06-24 00:46:42,35.9,67.78
2026-06-24 00:46:44,36.67,43.36
2026-06-24 00:46:46,31.13,61.36
2026-06-24 00:46:48,30.97,68.79
2026-06-24 00:46:50,37.35,42.9
2026-06-24 00:46:52,36.66,62.98
2026-06-24 00:46:54,33.05,40.89
2026-06-24 00:46:56,38.87,63.06
2026-06-24 00:46:58,38.86,41.3
2026-06-24 00:47:00,36.2,47.81
2026-06-24 00:47:02,30.62,42.54
2026-06-24 00:47:04,27.64,40.76
2026-06-24 00:47:06,32.26,59.42
2026-06-24 00:47:08,25.88,46.8
2026-06-24 00:47:10,35.61,44.26
2026-06-24 00:47:12,31.72,45.88
2026-06-24 00:47:14,32.41,42.91
2026-06-24 00:47:16,34.7,62.47
2026-06-24 00:47:18,27.04,58.59
2026-06-24 00:47:20,28.15,40.98
2026-06-24 00:47:22,36.84,47.54
2026-06-24 00:47:24,25.61,51.32
2026-06-24 00:47:26,37.68,57.73
2026-06-24 00:47:28,30.26,56.28
2026-06-24 00:47:30,26.34,43.95
2026-06-24 00:47:32,39.31,54.7
2026-06-24 00:47:34,26.74,41.45
2026-06-24 00:47:36,32.43,41.3
2026-06-24 00:47:38,27.77,48.85
2026-06-24 00:47:40,29.79,49.07
2026-06-24 00:47:42,38.45,63.48
2026-06-24 00:47:44,39.33,55.34
2026-06-24 00:47:46,28.79,64.5
2026-06-24 00:47:48,28.95,48.06
2026-06-24 00:47:50,26.93,60.2
2026-06-24 00:47:52,38.75,52.47
2026-06-24 00:47:54,26.72,66.87
2026-06-24 00:47:56,35.43,57.67
2026-06-24 00:47:58,33.11,44.25
2026-06-24 00:48:00,28.75,48.98
2026-06-24 00:48:02,26.05,59.53
2026-06-24 00:48:04,27.12,55.41
2026-06-24 00:48:06,32.3,48.53
2026-06-24 00:48:08,30.84,42.91
2026-06-24 00:48:10,33.64,63.8
2026-06-24 00:48:12,26.13,60.37
2026-06-24 00:48:14,35.03,60.93
2026-06-24 00:48:16,37.0,43.91
2026-06-24 00:48:18,26.5,41.45
2026-06-24 00:48:20,26.73,56.19
2026-06-24 00:48:22,30.15,58.96
2026-06-24 00:48:24,38.81,48.77
2026-06-24 00:48:26,33.57,43.46
2026-06-24 00:48:28,34.5,64.28
2026-06-24 00:48:30,33.05,56.25
2026-06-24 00:48:32,37.96,53.58
2026-06-24 00:48:34,39.27,65.14
2026-06-24 00:48:36,39.86,63.88
2026-06-24 00:48:38,39.5,41.27
2026-06-24 00:48:40,26.61,60.9
2026-06-24 00:48:42,33.07,66.33
2026-06-24 00:48:44,29.43,68.15
2026-06-24 00:48:46,39.65,45.12
2026-06-24 00:48:48,37.39,65.46
2026-06-24 00:48:50,26.67,46.41
2026-06-24 00:48:52,29.48,68.27
2026-06-24 00:48:54,33.94,51.11
2026-06-24 00:48:56,27.66,55.33
2026-06-24 00:48:58,25.3,44.61
2026-06-24 00:49:00,35.31,58.67
2026-06-24 00:49:02,35.78,45.44
2026-06-24 00:49:04,25.13,63.32
2026-06-24 00:49:06,35.49,60.96
2026-06-24 00:49:08,27.6,59.08
2026-06-24 00:49:10,34.88,44.96
2026-06-24 00:49:12,38.84,68.97
2026-06-24 00:49:14,30.25,57.19
2026-06-24 00:49:16,33.87,55.81
2026-06-24 00:49:18,25.81,63.73
2026-06-24 00:49:20,26.04,45.84
2026-06-24 00:49:22,29.36,65.49
2026-06-24 00:49:24,33.7,40.65
2026-06-24 00:49:26,33.4,66.27
2026-06-24 00:49:28,36.36,63.48
2026-06-24 00:49:30,25.69,64.21
2026-06-24 00:49:32,32.4,62.34
2026-06-24 00:49:34,36.92,42.77
2026-06-24 00:49:36,31.8,51.8
2026-06-24 00:49:38,36.57,50.61
2026-06-24 00:49:40,28.11,67.77
2026-06-24 00:49:42,30.33,59.12
2026-06-24 00:49:44,35.74,56.6
2026-06-24 00:49:46,33.14,64.67
2026-06-24 00:49:48,32.47,41.57
2026-06-24 00:49:50,28.66,48.32
2026-06-24 00:49:52,34.14,45.76
2026-06-24 00:49:54,28.99,52.02
2026-06-24 00:49:56,26.82,40.2
2026-06-24 00:49:58,38.37,44.59
2026-06-24 00:50:00,31.16,61.33
2026-06-24 00:50:02,36.09,56.97
2026-06-24 00:50:04,26.7,62.28
2026-06-24 00:50:06,25.27,48.46
2026-06-24 00:50:08,31.36,42.27
2026-06-24 00:50:10,25.39,52.22
2026-06-24 00:50:12,35.53,65.68
2026-06-24 00:50:14,34.68,56.53
2026-06-24 00:50:16,25.69,52.63
2026-06-24 00:50:18,32.83,54.64
2026-06-24 00:50:20,26.9,45.86
2026-06-24 00:50:22,38.63,49.92
2026-06-24 00:50:24,38.35,40.34
2026-06-24 00:50:26,38.04,66.69
2026-06-24 00:50:28,25.63,52.41
2026-06-24 00:50:30,28.75,47.49
2026-06-24 00:50:32,32.39,42.99
2026-06-24 00:50:34,29.34,42.13
2026-06-24 00:50:36,26.54,49.97
2026-06-24 00:50:38,28.52,51.2
2026-06-24 00:50:40,38.57,61.63
2026-06-24 00:50:42,39.24,45.34
2026-06-24 00:50:44,30.21,56.8
2026-06-24 00:50:46,36.81,40.92
2026-06-24 00:50:48,34.12,45.47
2026-06-24 00:50:50,31.81,69.22
2026-06-24 00:50:52,34.0,43.88
2026-06-24 00:50:54,29.53,65.27
2026-06-24 00:50:56,28.73,56.21
2026-06-24 00:50:58,31.64,68.71
2026-06-24 00:51:00,28.28,52.58
2026-06-24 00:51:02,29.23,69.31
2026-06-24 00:51:04,28.97,59.54
2026-06-24 00:51:06,29.37,64.47
2026-06-24 00:51:08,34.36,63.03
2026-06-24 00:51:10,33.45,68.87
2026-06-24 00:51:12,27.9,46.29
2026-06-24 00:51:14,29.74,65.95
2026-06-24 00:51:16,27.08,58.54
2026-06-24 00:51:18,35.18,53.49
2026-06-24 00:51:20,34.61,53.44
2026-06-24 00:51:22,31.18,56.01
2026-06-24 00:51:24,34.72,42.87
2026-06-24 00:51:26,31.65,56.82
2026-06-24 00:51:28,28.51,43.8
2026-06-24 00:51:30,28.28,42.25
2026-06-24 00:51:32,31.8,48.32
2026-06-24 00:51:34,34.68,41.4
2026-06-24 00:51:36,38.64,46.76
2026-06-24 00:51:38,32.42,51.2
2026-06-24 00:51:40,39.44,54.58
2026-06-24 00:51:42,29.86,41.44
2026-06-24 00:51:44,38.56,67.39
2026-06-24 00:51:46,29.41,52.95
2026-06-24 00:51:48,32.52,55.92
2026-06-24 00:51:50,33.29,49.81
2026-06-24 00:51:52,36.91,60.05
2026-06-24 00:51:54,30.53,46.63
2026-06-24 00:51:56,33.06,65.31
2026-06-24 00:51:58,37.98,64.42
2026-06-24 00:52:00,26.03,63.92
2026-06-24 00:52:02,27.69,54.64
2026-06-24 00:52:04,30.54,42.46
2026-06-24 00:52:06,38.58,66.89
2026-06-24 00:52:08,37.21,50.46
2026-06-24 00:52:10,38.91,55.15
2026-06-24 00:52:12,27.77,65.04
2026-06-24 00:52:14,33.25,41.1
2026-06-24 00:52:16,36.75,47.9
2026-06-24 00:52:18,29.04,41.92
2026-06-24 00:52:20,26.63,54.45
2026-06-24 00:52:22,39.91,59.04
2026-06-24 00:52:24,36.91,42.1
2026-06-24 00:52:26,39.44,60.86
